original,parsed_name,recipe_name,recipe_idx
50 g Griechischer Joghurt (10% Fett),Griechischer Joghurt,Vegetarische Linguine Carbonara,728
"1 - 2 TL Oregano, getrocknet",- 2 TL Oregano,One-Pot-Pasta mit Hähnchen und Brokkoli,729
300 g Spaghetti,Spaghetti,One-Pot-Pasta mit Hähnchen und Brokkoli,729
200 g Brokkoliröschen,Brokkoliröschen,One-Pot-Pasta mit Hähnchen und Brokkoli,729
600 g Champignons,Champignons,Pilzragout mit Spätzle,730
"800 g Spätzle, frisch",Spätzle,Pilzragout mit Spätzle,730
200 g Crème fraîche,Crème fraîche,Pilzragout mit Spätzle,730
15 g Mehl,Mehl,Pilzragout mit Spätzle,730
100 g Möhren,Möhren,Kichererbsen-Patties,731
100 g Knollensellerie,Knollensellerie,Kichererbsen-Patties,731
50 g Speisestärke,Speisestärke,Kichererbsen-Patties,731
2 Eier,Eier,Kichererbsen-Patties,731
800 g Gnocchi,Gnocchi,Gnocchi mit Chicken-Alfredo-Sauce,732
30 g Mehl,Mehl,Gnocchi mit Chicken-Alfredo-Sauce,732
"1 TL italienische Kräuter, getrocknet",italienische Kräuter,Gnocchi mit Chicken-Alfredo-Sauce,732
80 g Lauch,Lauch,Kokoscurry mit Kabeljau,733
70 g gelbe Currypaste,gelbe Currypaste,Kokoscurry mit Kabeljau,733
600 g Kabeljaufilet,Kabeljaufilet,Kokoscurry mit Kabeljau,733
"½ Bund Koriander, frisch",Koriander,Kokoscurry mit Kabeljau,733
150 g Schinkenspeckwürfel,Schinkenspeckwürfel,Nacksche Mäuse - Weiße-Bohnen-Eintopf,734
1 EL Ghee,Ghee,Korma-Gemüse-Curry,735
200 g Süßkartoffeln,Süßkartoffeln,Korma-Gemüse-Curry,735
250 g Melanzani,Melanzani,Korma-Gemüse-Curry,735
200 g Paprika,Paprika,Korma-Gemüse-Curry,735
15 g Cashewkerne,Cashewkerne,Korma-Gemüse-Curry,735
"50 g Erbsen, tiefgekühlt",Erbsen,Korma-Gemüse-Curry,735
6 EL Korma Paste,Korma Paste,Korma-Gemüse-Curry,735
½ TL Garam Masala,Garam Masala,Korma-Gemüse-Curry,735
"10 g Koriander, frisch",Koriander,Korma-Gemüse-Curry,735
800 g Hokkaido-Kürbis,Hokkaido-Kürbis,Kürbisragout mit Bratwurst,736
"300 g Kartoffeln, festkochend","Kartoffeln, festkochend",Kürbisragout mit Bratwurst,736
"1 TL Thymian, getrocknet",Thymian,Kürbisragout mit Bratwurst,736
1 TL Paprika edelsüß,Paprika edelsüß,Kürbisragout mit Bratwurst,736
"4 Bratwürste, roh",Bratwürste,Kürbisragout mit Bratwurst,736
15 g Speisestärke,Speisestärke,Kürbisragout mit Bratwurst,736
100 g Crème fraîche,Crème fraîche,Kürbisragout mit Bratwurst,736
80 g Gouda,Gouda,Überbackene Spitzpaprika mit Merguez und Reis,737
2 rote Spitzpaprika,rote Spitzpaprika,Überbackene Spitzpaprika mit Merguez und Reis,737
"4 frische, scharfe Bratwürstchen (z.B. Merguez)","frische, scharfe Bratwürstchen",Überbackene Spitzpaprika mit Merguez und Reis,737
250 g Reis,Reis,Überbackene Spitzpaprika mit Merguez und Reis,737
30 g Mehl,Mehl,Überbackene Spitzpaprika mit Merguez und Reis,737
2 - 3 Prisen Muskat,- 3 Prisen Muskat,Überbackene Spitzpaprika mit Merguez und Reis,737
"2 geh. TL gemischte Kräuter, TK",eh. TL gemischte Kräuter,Überbackene Spitzpaprika mit Merguez und Reis,737
100 g Möhren,Möhren,Kartoffel-Kokos-Suppe mit Lachs,738
200 g Kartoffeln,Kartoffeln,Kartoffel-Kokos-Suppe mit Lachs,738
"100 g Erbsen, TK",Erbsen,Kartoffel-Kokos-Suppe mit Lachs,738
"1 Lachsfilet, TK",achsfilet,Kartoffel-Kokos-Suppe mit Lachs,738
1 gestr. TL gelbe Currypaste,estr. TL gelbe Currypaste,Kartoffel-Kokos-Suppe mit Lachs,738
1 rote Paprikaschote,rote Paprikaschote,Schnelle Minestrone,739
120 g Brokkoliröschen,Brokkoliröschen,Schnelle Minestrone,739
80 - 100 g Nudeln,- 100 g Nudeln,Schnelle Minestrone,739
250 g Kartoffeln,Kartoffeln,Grüne Minestrone,740
400 g Fischfilets,Fischfilets,Fischlaibchen,741
2 Semmeln,Semmeln,Fischlaibchen,741
1 Ei,Ei,Fischlaibchen,741
"1 TL Dillspitzen, getrocknet",Dillspitzen,Fischlaibchen,741
2 - 3 EL Semmelbrösel,- 3 EL Semmelbrösel,Fischlaibchen,741
80 g Haselnusskerne,Haselnusskerne,Schwarzwurzel-Haselnuss-Risotto,742
"1 TL Zitronenschale, gerieben","Zitronenschale, gerieben",Schwarzwurzel-Haselnuss-Risotto,742
320 g Risottoreis,Risottoreis,Schwarzwurzel-Haselnuss-Risotto,742
350 g Schwarzwurzeln,Schwarzwurzeln,Schwarzwurzel-Haselnuss-Risotto,742
30 g Walnusshälften,Walnusshälften,"Tagliatelle mit Tomaten, Ziegenkäse und Walnuss-Parmesan",743
400 g Tagliatelle,Tagliatelle,"Tagliatelle mit Tomaten, Ziegenkäse und Walnuss-Parmesan",743
"200 g Babyspinat, frisch",Babyspinat,"Tagliatelle mit Tomaten, Ziegenkäse und Walnuss-Parmesan",743
"10 g Ingwer, frisch",Ingwer,Gelbe Paprikacremesuppe,744
2 gelbe Paprika,elbe Paprika,Gelbe Paprikacremesuppe,744
"80 g Kartoffeln, mehligkochend","Kartoffeln, mehligkochend",Gelbe Paprikacremesuppe,744
2 TL Crème fraîche,Crème fraîche,Gelbe Paprikacremesuppe,744
½ Kresse-Beet,Kresse-Beet,Gelbe Paprikacremesuppe,744
350 g Hokkaido-Kürbis,Hokkaido-Kürbis,One-Pot-Bulgur mit Kürbis,745
½ TL Zimt,Zimt,One-Pot-Bulgur mit Kürbis,745
"½ TL Kreuzkümmel (Cumin), gemahlen","Kreuzkümmel, gemahlen",One-Pot-Bulgur mit Kürbis,745
150 g Bulgur,Bulgur,One-Pot-Bulgur mit Kürbis,745
"100 g Joghurt, 3,5% Fett","Joghurt, 3,5% Fett",One-Pot-Bulgur mit Kürbis,745
"1 TL gemischte Kräuter, getrocknet",gemischte Kräuter,One-Pot-Bulgur mit Kürbis,745
40 g Babyspinat,Babyspinat,One-Pot-Bulgur mit Kürbis,745
800 g Gnocchi,Gnocchi,Gnocchi Caprese,746
20 g Mehl,Mehl,Gnocchi Caprese,746
10 Piri-Piri-Chili,Piri-Piri-Chili,Gambas Piri-Piri,747
1 TL Zitronenschale,Zitronenschale,Gambas Piri-Piri,747
30 g Rotweinessig,Rotweinessig,Gambas Piri-Piri,747
20 g Weinbrand,Weinbrand,Gambas Piri-Piri,747
2 Zweige Rosmarin,Zweige Rosmarin,Gambas Piri-Piri,747
5 Zweige Thymian,Zweige Thymian,Gambas Piri-Piri,747
"800 g Garnelen, roh, groß, geschält","Garnelen, groß, geschält",Gambas Piri-Piri,747
1 TL Fenchelsaat,Fenchelsaat,Fenchel-Tomatensugo mit Salami,748
150 g Salami,Salami,Fenchel-Tomatensugo mit Salami,748
1 Fenchelknolle,Fenchelknolle,Fenchel-Tomatensugo mit Salami,748
"50 g Wermut, trocken","Wermut, trocken",Fenchel-Tomatensugo mit Salami,748
500 g Penne Rigate,Penne Rigate,Fenchel-Tomatensugo mit Salami,748
300 g Kartoffeln,Kartoffeln,Rucola-Kartoffel-Suppe,749
50 g Crème fraîche,Crème fraîche,Rucola-Kartoffel-Suppe,749
180 g Reisglasnudeln,Reisglasnudeln,Pad Thai mit Huhn,750
½ cm frischer Ingwer,cm frischer Ingwer,Pad Thai mit Huhn,750
30 g Fischsauce,Fischsauce,Pad Thai mit Huhn,750
½ - 1 TL Thai-Chili-Sauce,- 1 TL Thai-Chili-Sauce,Pad Thai mit Huhn,750
"300 g Hühnerbrustfilet, ohne Haut","Hühnerbrustfilet, ohne Haut",Pad Thai mit Huhn,750
"100 g Tofu, fest","Tofu, fest",Pad Thai mit Huhn,750
2 Eier,Eier,Pad Thai mit Huhn,750
100 g Karotten,Karotten,Pad Thai mit Huhn,750
"1 EL Korianderblätter, frisch",Korianderblätter,Pad Thai mit Huhn,750
2 Limetten,imetten,Pad Thai mit Huhn,750
2 Möhren,Möhren,Klare Steinpilzsuppe,751
½ Porreestange,Porreestange,Klare Steinpilzsuppe,751
1200 g Pilzfond,Pilzfond,Klare Steinpilzsuppe,751
10 g Worcester-Sauce,Worcester-Sauce,Klare Steinpilzsuppe,751
50 g Knollensellerie,Knollensellerie,Klare Steinpilzsuppe,751
½ Bund Kerbel,Kerbel,Klare Steinpilzsuppe,751
"300 g Steinpilze, frisch",Steinpilze,Klare Steinpilzsuppe,751
50 g Möhren,Möhren,Grüner Spargel mit Pilzen (芦笋炒蘑菇),752
500 g grüner Spargel,grüner Spargel,Grüner Spargel mit Pilzen (芦笋炒蘑菇),752
"300 g Kräuterseitlinge, frisch",Kräuterseitlinge,Grüner Spargel mit Pilzen (芦笋炒蘑菇),752
150 g Karotten,Karotten,Gebratene Glasnudeln mit Gemüse,753
1 Staudensellerie,Staudensellerie,Gebratene Glasnudeln mit Gemüse,753
200 g Pilze,Pilze,Gebratene Glasnudeln mit Gemüse,753
50 g Lauch,Lauch,Gebratene Glasnudeln mit Gemüse,753
100 g Glasnudeln,Glasnudeln,Gebratene Glasnudeln mit Gemüse,753
10 g frischer Ingwer,frischer Ingwer,Pastinaken-Karottensuppe mit Schwarzbrot Croûtons,754
"1 Msp. Kurkuma, gemahlen","Msp. Kurkuma, gemahlen",Pastinaken-Karottensuppe mit Schwarzbrot Croûtons,754
250 g Pastinaken,Pastinaken,Pastinaken-Karottensuppe mit Schwarzbrot Croûtons,754
150 g Karotten,Karotten,Pastinaken-Karottensuppe mit Schwarzbrot Croûtons,754
3 Scheiben Bauernbrot,Scheiben Bauernbrot,Pastinaken-Karottensuppe mit Schwarzbrot Croûtons,754
2 EL Mandelmus,Mandelmus,Pastinaken-Karottensuppe mit Schwarzbrot Croûtons,754
150 g Schmelzkäse,Schmelzkäse,Apfel-Curry-Suppe,755
2 EL Kokosraspeln,Kokosraspeln,Apfel-Curry-Suppe,755
1 - 1 ½ EL Curry,- 1 ½ EL Curry,Apfel-Curry-Suppe,755
"300 g Blattspinat, TK",Blattspinat,Farfalle mit Spinat und Cherry-Tomaten,756
¼ TL Muskat,Muskat,Farfalle mit Spinat und Cherry-Tomaten,756
250 g Farfalle,Farfalle,Farfalle mit Spinat und Cherry-Tomaten,756
25 g Pinienkerne,Pinienkerne,Farfalle mit Spinat und Cherry-Tomaten,756
200 g Feta,Feta,Farfalle mit Spinat und Cherry-Tomaten,756
100 g Möhren,Möhren,Chinesische Nudeln,757
100 g Weißkohl,Weißkohl,Chinesische Nudeln,757
1 rote Paprika,rote Paprika,Chinesische Nudeln,757
"200 g Putenbrust, ohne Haut","Putenbrust, ohne Haut",Chinesische Nudeln,757
3 TL Misopaste,Misopaste,Chinesische Nudeln,757
1 TL Sambal Oelek,Sambal Oelek,Chinesische Nudeln,757
250 g Chinesische Weizennudeln,Chinesische Weizennudeln,Chinesische Nudeln,757
150 g Hokkaidokürbis,Hokkaidokürbis,Kürbismelange mit Kürbiskernöl (vegan),758
50 g Karotten,Karotten,Kürbismelange mit Kürbiskernöl (vegan),758
"1 TL Paprikapulver, edelsüß","Paprikapulver, edelsüß",Kürbismelange mit Kürbiskernöl (vegan),758
100 g Sojadrink,Sojadrink,Kürbismelange mit Kürbiskernöl (vegan),758
"2 Chili, getrocknet",Chili,Gebratener chinesischer Kabis,759
350 g Weisskabis,Weisskabis,Gebratener chinesischer Kabis,759
220 g Spaghetti,Spaghetti,Salbei-Knoblauch-Pasta,760
4 Stängel Salbei,Salbei,Salbei-Knoblauch-Pasta,760
100 g Rotwein,Rotwein,Tomatenrisotto mit Burrata,761
300 g Risottoreis,Risottoreis,Tomatenrisotto mit Burrata,761
4 Stück Burrata,Burrata,Tomatenrisotto mit Burrata,761
4 Prisen Fleur de Sel,n Fleur de Sel,Tomatenrisotto mit Burrata,761
"40 g Weisswein, trocken","Weisswein, trocken",Pennette mit Safran und Crevetten,762
"200 g Crevetten, klein, geschält","Crevetten, klein, geschält",Pennette mit Safran und Crevetten,762
1 Päckchen Safranpulver,Päckchen Safranpulver,Pennette mit Safran und Crevetten,762
"350 g Pasta getrocknet, Sorte Pennette","Pasta getrocknet, Sorte Pennette",Pennette mit Safran und Crevetten,762
200 g rote Linsen,rote Linsen,Linsen-Tomaten-Suppe,763
"10 - 15 g Ingwer, frisch",- 15 g Ingwer,Cremiges Hähnchen-Curry,764
90 g Tandoori-Paste,Tandoori-Paste,Cremiges Hähnchen-Curry,764
"20 g Mandeln, gemahlen","Mandeln, gemahlen",Cremiges Hähnchen-Curry,764
90 g Kokoscreme,Kokoscreme,Cremiges Hähnchen-Curry,764
6 Stängel Koriander,Koriander,Cremiges Hähnchen-Curry,764
200 g Linsen,Linsen,Kürbis Dal,765
30 g Mandelmus,Mandelmus,Kürbis Dal,765
2 EL Currypulver,Currypulver,Kürbis Dal,765
4 Zweigchen Koriander,Zweigchen Koriander,Kürbis Dal,765
500 g Vollkornnudeln,Vollkornnudeln,Kürbis-Mandel-Sauce mit Vollkornnudeln,766
100 g Mandeln,Mandeln,Kürbis-Mandel-Sauce mit Vollkornnudeln,766
300 g Kürbisfleisch,Kürbisfleisch,Kürbis-Mandel-Sauce mit Vollkornnudeln,766
"2 TL Majoran, getrocknet",Majoran,Kürbis-Mandel-Sauce mit Vollkornnudeln,766
2 Eier,Eier,Kichererbsen-Taler mit Kräuterquark und Tomatensalat,767
120 g Mehl,Mehl,Kichererbsen-Taler mit Kräuterquark und Tomatensalat,767
"1 TL Kreuzkümmel (Cumin), gemahlen","Kreuzkümmel, gemahlen",Kichererbsen-Taler mit Kräuterquark und Tomatensalat,767
"1 TL Koriander, gemahlen","Koriander, gemahlen",Kichererbsen-Taler mit Kräuterquark und Tomatensalat,767
250 g Quark,Quark,Kichererbsen-Taler mit Kräuterquark und Tomatensalat,767
"100 g Joghurt, jeder Fettgehalt","Joghurt, jeder Fettgehalt",Kichererbsen-Taler mit Kräuterquark und Tomatensalat,767
10 g Schnittlauch,Schnittlauch,Kichererbsen-Taler mit Kräuterquark und Tomatensalat,767
280 g Basmati-Reis,Basmati-Reis,Reis mit Wokgemüse und Erdnuss-Sauce,768
"600 g gemischtes Gemüse, TK",gemischtes Gemüse,Reis mit Wokgemüse und Erdnuss-Sauce,768
"15 g Ingwer, frisch",Ingwer,Reis mit Wokgemüse und Erdnuss-Sauce,768
120 g Erdnusscreme,Erdnusscreme,Reis mit Wokgemüse und Erdnuss-Sauce,768
1 geh. TL Garam Masala,eh. TL Garam Masala,Cremiger Kichererbsen-Spinat-Topf,769
1 TL Curry,Curry,Cremiger Kichererbsen-Spinat-Topf,769
1 geh. TL Kreuzkümmel (Cumin),eh. TL Kreuzkümmel,Cremiger Kichererbsen-Spinat-Topf,769
"300 g Rahmspinat, TK",Rahmspinat,Cremiger Kichererbsen-Spinat-Topf,769
100 g Feta,Feta,Cremiger Kichererbsen-Spinat-Topf,769
1 TL Zimt,Zimt,Apfel-Zimt-Grießbrei,770
140 g Hartweizengrieß,Hartweizengrieß,Apfel-Zimt-Grießbrei,770
400 g Süßkartoffeln,Süßkartoffeln,Süßkartoffel-Linsen-Kokosnuss-Suppe,771
"1 TL Kreuzkümmel (Cumin), gemahlen","Kreuzkümmel, gemahlen",Süßkartoffel-Linsen-Kokosnuss-Suppe,771
"1 rote Chilischote, frisch",rote Chilischote,Süßkartoffel-Linsen-Kokosnuss-Suppe,771
1 Bund Koriander,Koriander,Süßkartoffel-Linsen-Kokosnuss-Suppe,771
"70 g rote Linsen, getrocknet",rote Linsen,Süßkartoffel-Linsen-Kokosnuss-Suppe,771
10 g Kokosflocken,Kokosflocken,Süßkartoffel-Linsen-Kokosnuss-Suppe,771
1 Limette,imette,Süßkartoffel-Linsen-Kokosnuss-Suppe,771
200 g Räucherlachs,Räucherlachs,Linguine mit Räucherlachs,772
8 Stängel Dill,Dill,Linguine mit Räucherlachs,772
400 g Linguine,Linguine,Linguine mit Räucherlachs,772
"80 g Wermut, weiß","Wermut, weiß",Linguine mit Räucherlachs,772
200 g Crème fraîche,Crème fraîche,Linguine mit Räucherlachs,772
"20 g Kapern, eingelegt","Kapern, eingelegt",Linguine mit Räucherlachs,772
100 g Kartoffeln,Kartoffeln,Grüne Bohnensuppe mit Mettwürstchen,773
"100 g Paprika, gemischt","Paprika, gemischt",Grüne Bohnensuppe mit Mettwürstchen,773
1 geräucherte Mettwürstchen,eräucherte Mettwürstchen,Grüne Bohnensuppe mit Mettwürstchen,773
1 Orange,Orange,Süßkartoffel-Cremesuppe mit Orange,774
"15 g Ingwer, frisch",Ingwer,Süßkartoffel-Cremesuppe mit Orange,774
120 g Porree,Porree,Süßkartoffel-Cremesuppe mit Orange,774
½ TL Zimt,Zimt,Süßkartoffel-Cremesuppe mit Orange,774
600 g Süßkartoffeln,Süßkartoffeln,Süßkartoffel-Cremesuppe mit Orange,774
"½ TL Thymian, getrocknet",Thymian,Schnelle Tomaten-Lachs-Nudeln,775
500 g Linguine,Linguine,Schnelle Tomaten-Lachs-Nudeln,775
"400 g Lachsfilet, frisch, ohne Haut","Lachsfilet, ohne Haut",Schnelle Tomaten-Lachs-Nudeln,775
"500 g grüne Erbsen, gefroren",grüne Erbsen,Erbsen-Minz-Suppe,776
1 geh. TL Gemüse-Bouillon Paste,eh. TL Gemüse-Bouillon Paste,Erbsen-Minz-Suppe,776
"2 Stängel Minze, frisch",Minze,Erbsen-Minz-Suppe,776
4 EL Crème fraîche,Crème fraîche,Erbsen-Minz-Suppe,776
40 g Dinkelkörner,Dinkelkörner,Basilikumsuppe,777
1 Prise Muskat,Muskat,Basilikumsuppe,777
9 Eier (Größe M),Eier,Eiernockerl,778
"2 Prisen Muskat, gemahlen","n Muskat, gemahlen",Eiernockerl,778
"500 g Weizenmehl, griffig","Weizenmehl, griffig",Eiernockerl,778
"½ Bund Schnittlauch, frisch",Schnittlauch,Eiernockerl,778
1 Glas Schattenmorellen,las Schattenmorellen,Grießbrei mit Kirschkompott,779
½ TL geriebene Zitronenschale,geriebene Zitronenschale,Grießbrei mit Kirschkompott,779
2 Prisen Zimt,n Zimt,Grießbrei mit Kirschkompott,779
15 g Speisestärke,Speisestärke,Grießbrei mit Kirschkompott,779
140 g Hartweizengrieß,Hartweizengrieß,Grießbrei mit Kirschkompott,779
100 g Porree,Porree,Weißwein-Suppe,780
100 g Kartoffeln,Kartoffeln,Weißwein-Suppe,780
300 g Champignons,Champignons,Champignon-Porree-Cremesuppe,781
100 g Porree,Porree,Champignon-Porree-Cremesuppe,781
200 g Schmand,Schmand,Champignon-Porree-Cremesuppe,781
20 g Speisestärke,Speisestärke,Champignon-Porree-Cremesuppe,781
"50 g geräucherter, roher Schinken",geräucherterer Schinken,Champignon-Porree-Cremesuppe,781
"100 g Babyspinat, frisch",Babyspinat,Hähnchen-Spinat-Ragout mit getrockneten Tomaten,782
30 g Speisestärke,Speisestärke,Hähnchen-Spinat-Ragout mit getrockneten Tomaten,782
250 g Porree,Porree,Schnelles Pulled-Chicken-Gulasch,783
1 TL Paprika edelsüß,Paprika edelsüß,Schnelles Pulled-Chicken-Gulasch,783
½ TL Paprika rosenscharf,Paprika rosenscharf,Schnelles Pulled-Chicken-Gulasch,783
"300 - 400 g Spätzle, frisch",- 400 g Spätzle,Schnelles Pulled-Chicken-Gulasch,783
75 g Crème fraîche,Crème fraîche,Schnelles Pulled-Chicken-Gulasch,783
80 g Couscous,Couscous,Couscous-Bowl mit Spinat und Halloumi,784
2 Eier,Eier,Couscous-Bowl mit Spinat und Halloumi,784
60 g Halloumi Käse,Halloumi Käse,Couscous-Bowl mit Spinat und Halloumi,784
80 g Gurke,Gurke,Couscous-Bowl mit Spinat und Halloumi,784
1 Stängel Minze,Minze,Couscous-Bowl mit Spinat und Halloumi,784
"100 g Joghurt, 0,1% Fett","Joghurt, 0,1% Fett",Couscous-Bowl mit Spinat und Halloumi,784
"80 g Babyspinat, frisch",Babyspinat,Couscous-Bowl mit Spinat und Halloumi,784
65 g Bergkäse,Bergkäse,Älpler Flädle,785
2 Eier (Größe M),Eier,Älpler Flädle,785
"100 g Weizenmehl, glatt","Weizenmehl, glatt",Älpler Flädle,785
200 g Hartweizennudeln,Hartweizennudeln,Schinken-Spinat-Pasta,786
"100 g Schinken, gekocht",Schinken,Schinken-Spinat-Pasta,786
"100 g Blattspinat, TK",Blattspinat,Schinken-Spinat-Pasta,786
2 Prisen Muskat,n Muskat,Schinken-Spinat-Pasta,786
30 g Kürbiskerne,Kürbiskerne,Erbsensuppe mit Kürbiskernpesto,787
"700 g grüne Erbsen, tiefgekühlt",grüne Erbsen,Erbsensuppe mit Kürbiskernpesto,787
2 TL Mandelblättchen,Mandelblättchen,Spaghetti mit Rote-Rüben-Walnuss-Pesto,788
1 Bio-Zitrone,Bio-Zitrone,Spaghetti mit Rote-Rüben-Walnuss-Pesto,788
320 g Vollkorn-Spaghetti,Vollkorn-Spaghetti,Spaghetti mit Rote-Rüben-Walnuss-Pesto,788
"250 - 280 g Rote Rübe, roh",- 280 g Rote Rübe,Spaghetti mit Rote-Rüben-Walnuss-Pesto,788
30 g Walnusshälften,Walnusshälften,Spaghetti mit Rote-Rüben-Walnuss-Pesto,788
10 g Hefeflocken,Hefeflocken,Spaghetti mit Rote-Rüben-Walnuss-Pesto,788
"100 g Babyspinat, frisch",Babyspinat,One-Pot-Pasta mit Salsiccia,789
200 g Salsiccia,Salsiccia,One-Pot-Pasta mit Salsiccia,789
280 g kurze Nudeln,kurze Nudeln,One-Pot-Pasta mit Salsiccia,789
50 g Pecannüsse,Pecannüsse,Süßkartoffelstampf mit Thymian-Nuss-Butter,790
1000 g Süßkartoffeln,Süßkartoffeln,Süßkartoffelstampf mit Thymian-Nuss-Butter,790
5 Zweige Thymian,Zweige Thymian,Süßkartoffelstampf mit Thymian-Nuss-Butter,790
2 Prisen Muskat,n Muskat,Süßkartoffelstampf mit Thymian-Nuss-Butter,790
1 Prise Zimt,Zimt,Süßkartoffelstampf mit Thymian-Nuss-Butter,790
"20 g Ingwer, frisch",Ingwer,Orientalische Möhren-Kokos-Suppe,791
700 g Möhren,Möhren,Orientalische Möhren-Kokos-Suppe,791
3 TL rote Currypaste,rote Currypaste,Orientalische Möhren-Kokos-Suppe,791
"1 TL Koriander, gemahlen","Koriander, gemahlen",Orientalische Möhren-Kokos-Suppe,791
1 TL Kreuzkümmel (Cumin),Kreuzkümmel,Orientalische Möhren-Kokos-Suppe,791
½ Bund Koriander,Koriander,Orientalische Möhren-Kokos-Suppe,791
"1000 g Mini-Kartoffelklöße, TK",Mini-Kartoffelklöße,Mediterrane Klößchen,792
2 Prisen Muskat,n Muskat,One-Pot-Pasta mit Spinat und Gorgonzola,793
300 g Hartweizennudeln,Hartweizennudeln,One-Pot-Pasta mit Spinat und Gorgonzola,793
"175 g Babyspinat, frisch",Babyspinat,One-Pot-Pasta mit Spinat und Gorgonzola,793
150 g Gorgonzola,Gorgonzola,One-Pot-Pasta mit Spinat und Gorgonzola,793
200 g Kartoffeln,Kartoffeln,Möhren-Pastinaken-Cremesuppe mit Tahin,794
200 g Möhren,Möhren,Möhren-Pastinaken-Cremesuppe mit Tahin,794
200 g Pastinaken,Pastinaken,Möhren-Pastinaken-Cremesuppe mit Tahin,794
"¼ TL Ingwer, gemahlen","Ingwer, gemahlen",Möhren-Pastinaken-Cremesuppe mit Tahin,794
2 EL Sonnenblumenkerne,Sonnenblumenkerne,Möhren-Pastinaken-Cremesuppe mit Tahin,794
2 EL Kürbiskerne,Kürbiskerne,Möhren-Pastinaken-Cremesuppe mit Tahin,794
3 Zweige Rosmarin,Zweige Rosmarin,Gnocchi mit Kräutergarnelen,795
3 Zweige Thymian,Zweige Thymian,Gnocchi mit Kräutergarnelen,795
5 Stängel Oregano,Oregano,Gnocchi mit Kräutergarnelen,795
100 g Crème fraîche,Crème fraîche,Gnocchi mit Kräutergarnelen,795
"400 g Garnelen, roh, geschält","Garnelen, geschält",Gnocchi mit Kräutergarnelen,795
800 g Gnocchi,Gnocchi,Gnocchi mit Kräutergarnelen,795
500 g Wiener Würstchen,Wiener Würstchen,Die Familiensuppe,796
120 g Suppengemüse,Suppengemüse,Die Familiensuppe,796
400 g Geflügelfond,Geflügelfond,Die Familiensuppe,796
130 g Suppennudeln,Suppennudeln,Die Familiensuppe,796
40 g Pecorino,Pecorino,Spaghetti in Pistaziencreme,797
200 g Guanciale,Guanciale,Spaghetti in Pistaziencreme,797
300 g Spaghetti,Spaghetti,Spaghetti in Pistaziencreme,797
250 g Risoni-Nudeln,Risoni-Nudeln,Knoblauch-Parmesan-Orzotto,798
1 geh. EL Crème fraîche,eh. EL Crème fraîche,Knoblauch-Parmesan-Orzotto,798
20 g Schnittlauch,Schnittlauch,Knoblauch-Parmesan-Orzotto,798
"1 Zitrone, unbehandelt","Zitrone, unbehandelt",Linguine in Zitronen-Kapern-Sauce,799
500 g Linguine,Linguine,Linguine in Zitronen-Kapern-Sauce,799
200 g Schmand,Schmand,Linguine in Zitronen-Kapern-Sauce,799
"3 EL Kapern, eingelegt","Kapern, eingelegt",Linguine in Zitronen-Kapern-Sauce,799
8 Eier,Eier,Eiersalat-Brötli,800
50 g Essiggurken,Essiggurken,Eiersalat-Brötli,800
250 g Halbfettquark,Halbfettquark,Eiersalat-Brötli,800
100 g Mayonnaise,Mayonnaise,Eiersalat-Brötli,800
1 Bund Schnittlauch,Schnittlauch,Eiersalat-Brötli,800
20 g grobkörniger Senf,grobkörniger Senf,Eiersalat-Brötli,800
1 TL Currypulver,Currypulver,Eiersalat-Brötli,800
¼ TL Paprika,Paprika,Eiersalat-Brötli,800
4 Laugenbrötchen,augenbrötchen,Eiersalat-Brötli,800
"40 g Mandeln, gehobelt","Mandeln, gehobelt",Vegane Mandel-Pasta mit Spinat,801
400 g Dinkelnudeln,Dinkelnudeln,Vegane Mandel-Pasta mit Spinat,801
200 g Babyspinat,Babyspinat,Vegane Mandel-Pasta mit Spinat,801
60 g Mandelmus,Mandelmus,Vegane Mandel-Pasta mit Spinat,801
100 g Appenzeller,Appenzeller,Kartoffel-Käse-Suppe,802
600 g Kartoffeln,Kartoffeln,Kartoffel-Käse-Suppe,802
1 Prise Muskat,Muskat,Kartoffel-Käse-Suppe,802
100 g Bacon,Bacon,Kartoffel-Käse-Suppe,802
2 Zweige Majoran,Zweige Majoran,Kartoffel-Käse-Suppe,802
50 g Lauch,Lauch,Gemüsesuppe,803
50 g Rüebli,Rüebli,Gemüsesuppe,803
